training_iteration,timesteps_total,timesteps_this_iter,episodes_total,episodes_this_iter,episode_len_mean,episode_reward_mean,episode_reward_min,episode_reward_max,success_mean,success_phase1_mean,success_qtr_mean,full_success_mean,phase2_started_mean,nav_hits_mean_mean,nav_hits_r0_mean,nav_hits_r1_mean,dual_stagnation_steps_mean,entropy,policy_loss,vf_loss,vf_explained_var,kl,cur_kl_coeff,entropy_coeff_used,iter_time_s,wall_time_s_total
164,1059658,6773,1768,11,613.26,781.9992320163748,-173.30693003491274,2102.8078189176877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.721784574580642,0.02231735364569105,1.8458128713211923,0.9033524997954099,0.03362687277555386,0.28832519531250006,0.008790533593768848,170.81541389995255,27100.003543109633
165,1065916,6258,1779,11,607.15,787.5808527240163,-154.81717643869817,2102.8078189176877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21232354884245,0.01811807508466347,1.7327921682474565,0.9130103873963259,0.02886248071232127,0.2883251953125,0.008746580925800003,159.8514156548772,27259.85495876451
166,1072081,6165,1790,11,601.4,742.1054328543421,-154.81717643869817,2102.8078189176877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.368134901474933,0.0238432007894034,1.65762276487539,0.9145926938981426,0.030986777623669103,0.2883251953125,0.008702848021171003,164.16678062500432,27424.021739389515
167,1078821,6740,1801,11,601.4,789.6269834890923,-154.81717643869817,2102.8078189176877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.355455569501194,0.020750595485123823,1.663869912894267,0.920682784746278,0.03007762073012517,0.28832519531250006,0.008659333781065148,186.37812344217673,27610.39986283169
168,1085321,6500,1811,10,607.79,751.1298992627292,-154.81717643869817,2137.497104871092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23460559096991,0.020139856208298428,1.636585383087981,0.910953354251151,0.023247052252751563,0.2883251953125,0.008616037112159823,164.68655784311704,27775.08642067481
169,1091807,6486,1821,10,607.65,687.285426101987,-325.48438115684985,2137.497104871092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.72439992942062,0.010681746406343711,1.6113461155517428,0.9191983498778997,0.021874068203785835,0.2883251953125,0.008572956926599025,163.75402509700507,27938.840445771813
170,1098307,6500,1831,10,617.53,716.8828818255538,-325.48438115684985,2137.497104871092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.085133545071471,0.023731393411563818,1.7861748499028822,0.9002981335509057,0.03779292183234876,0.2883251953125,0.008530092141966029,162.75014337804168,28101.590589149855
171,1104511,6204,1841,10,619.29,713.8937364100404,-325.48438115684985,2137.497104871092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44788919289907,0.017972163301116475,1.6338265779117742,0.9251017883419991,0.03110657436095027,0.2883251953125,0.008487441681256199,159.17395895300433,28260.76454810286
172,1111022,6511,1852,11,612.9,766.9584909449799,-325.48438115684985,2137.497104871092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.245742315404556,0.015668028585758862,1.6085784799912397,0.9474930313287997,0.02815508385983969,0.2883251953125,0.008445004472849918,176.4227910330519,28437.18733913591
173,1117778,6756,1863,11,609.93,720.9561870058659,-325.48438115684985,2137.497104871092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.148996417927293,0.010872749588891582,1.5136161500552916,0.9295087492690897,0.027249982118626597,0.28832519531250006,0.008402779450485669,174.18594303610735,28611.37328217202
174,1124518,6740,1874,11,614.42,707.4610547728506,-325.48438115684985,2137.497104871092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.262339115142822,0.021645684907968456,1.6513231808284543,0.9364106467309988,0.026338471448549058,0.28832519531250006,0.00836076555323324,170.83786140289158,28782.21114357491
175,1131018,6500,1884,10,624.27,709.1876481801443,-325.48438115684985,2137.497104871092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.675345317840577,0.026626554182730616,1.6887775673866272,0.922080680847168,0.037455084100374285,0.2883251953125,0.008318961725467073,163.9991974849254,28946.210341059836
176,1137791,6773,1897,13,615.7,678.0888410338325,-325.48438115684985,2137.497104871092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.38505998647438,0.029589083047478267,1.6557800423424198,0.9434495082441366,0.03710777122080126,0.28832519531250006,0.008277366916839737,175.46201777807437,29121.67235883791
177,1144291,6500,1907,10,615.7,708.2317145486893,-392.6162638153726,2168.9171411079565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.260850524902343,0.01582536255968187,1.706126435363994,0.9604546286311804,0.028479352673778536,0.2883251953125,0.008235980082255538,178.2802125730086,29299.95257141092
178,1150484,6193,1917,10,612.77,733.298454105152,-392.6162638153726,2168.9171411079565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.98403134443322,0.011040296995708224,1.47334981840484,0.9563089076353579,0.026332967264390873,0.2883251953125,0.00819480018184426,159.05778882885352,29459.010360239772
179,1157150,6666,1928,11,607.93,743.5070961650536,-392.6162638153726,2168.9171411079565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.552373151959113,0.017802078374397925,1.6126693266742633,0.9491058329366288,0.024180200443400385,0.28832519531250006,0.008153826180935039,170.61729525518604,29629.627655494958
180,1163650,6500,1938,10,610.89,739.1389871586955,-392.6162638153726,2168.9171411079565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.429700140859566,0.016849274526112804,1.6575647085320715,0.9436987879229527,0.029955938550556522,0.2883251953125,0.008113057050030363,163.45083633810282,29793.07849183306
181,1170150,6500,1948,10,616.2,772.8540994778285,-392.6162638153726,2168.9171411079565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.905194456437055,0.018636982383060396,1.7606865429410747,0.9208168485585381,0.04132884616562311,0.2883251953125,0.00807249176478021,165.58319009002298,29958.661681923084
182,1176404,6254,1958,10,618.76,810.5920964987806,-392.6162638153726,2168.9171411079565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.574560081715486,0.01603739089142455,1.6308363950982385,0.9458810541094566,0.022102743577059058,0.43248779296875023,0.00803212930595631,168.76067083003,30127.422352753114
183,1182893,6489,1969,11,616.25,833.0164632257081,-392.6162638153726,2168.9171411079565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.148122342427571,0.019302380973400146,1.6139703907218634,0.9394915576074637,0.02606332736437378,0.4324877929687502,0.007991968659426528,168.78224256401882,30296.204595317133
184,1189633,6740,1980,11,612.15,799.270229973022,-392.6162638153726,2168.9171411079565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.44012629670917,0.01690690759789058,1.4878943929132427,0.9486628518914276,0.022222425529900496,0.43248779296875023,0.007952008816129395,172.14963129907846,30468.35422661621
185,1196107,6474,1990,10,620.66,800.2808886996022,-392.6162638153726,2168.9171411079565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25401354408264,0.01485435352474451,1.6112464997768403,0.9552900410890579,0.02647787985579042,0.43248779296875023,0.007912248772048748,161.15399091993459,30629.508217536146
186,1202607,6500,2000,10,628.66,815.7466806538733,-392.6162638153726,2168.9171411079565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.688681884840422,0.016742447978422028,1.6644834368836645,0.9546143867221533,0.028938782041643577,0.4324877929687502,0.007872687528188505,161.21463665016927,30790.722854186315
187,1208937,6330,2011,11,620.46,782.2727546601569,-358.84475281370874,2109.8062409823497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.455683845520019,0.013057187310419978,1.6231237320899963,0.9477270121574402,0.02350694331574148,0.43248779296875023,0.007833324090547562,178.075273625087,30968.798127811402
188,1215350,6413,2021,10,622.66,777.1310535600398,-358.84475281370874,2109.8062409823497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.02054354536767,0.012732120720194836,1.5364208001716464,0.9633051916664722,0.020201271720093398,0.4324877929687502,0.007794157470094824,169.85266039404087,31138.650788205443
189,1221804,6454,2031,10,627.04,801.0161726340332,-358.84475281370874,2109.8062409823497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.840780826643401,0.016933994479568712,1.6531555051897087,0.9544434951800926,0.028193944720468156,0.4324877929687502,0.00775518668274435,164.14822919806466,31302.799017403508
190,1228269,6465,2042,11,620.19,814.8664722220431,-358.84475281370874,2109.8062409823497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.605417978997323,0.019028918882466706,1.7285910440426246,0.9448377852346382,0.03791069175647002,0.4324877929687502,0.007716410749330628,165.56228094082326,31468.36129834433
191,1234769,6500,2052,10,620.19,822.5209389113355,-358.84475281370874,2125.2014988684596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4646035490036,0.023270664611831308,1.7436782281398773,0.9269765932559967,0.0437801168956846,0.43248779296875023,0.007677828695583974,163.6733152079396,31632.03461355227
192,1241403,6634,2064,12,610.99,804.1706414364498,-358.84475281370874,2125.2014988684596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.858148305232708,0.019592266299206622,1.5931512756989552,0.9655513806984974,0.028767685205324866,0.6487316894531252,0.007639439552106054,172.46377629996277,31804.498389852233
193,1247842,6439,2075,11,614.59,816.0661961603963,-358.84475281370874,2173.2097696997494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.39244630241394,0.021341657148674132,1.6796114745140076,0.9389511835575104,0.031632645024461704,0.6487316894531252,0.007601242354345524,174.11605682899244,31978.614446681226
194,1254342,6500,2085,10,614.85,855.6649504587228,-271.4685530877565,2173.2097696997494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.397403730130662,0.02377668786405896,1.6826153598579705,0.9229684399623497,0.03062814020315077,0.6487316894531251,0.007563236142573796,167.53902528295293,32146.15347196418
195,1260829,6487,2096,11,608.22,834.7164842550119,-271.4685530877565,2173.2097696997494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25579050849466,0.012973032455307012,1.5584163259057437,0.9621198054622201,0.023417815908469065,0.6487316894531251,0.007525419961860927,164.37770954403095,32310.53118150821
196,1267083,6254,2106,10,609.86,814.7774825067685,-271.4685530877565,2173.2097696997494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57198495670241,0.011077131602761088,1.6552067228725977,0.950613563887927,0.021630613807222372,0.6487316894531251,0.007487792862051622,156.29323717788793,32466.824418686097
197,1273493,6410,2117,11,607.43,804.7224654840824,-205.4402769913515,2173.2097696997494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.544212745666503,0.014407934754621238,1.641229947090149,0.9385756613016129,0.02704410122894664,0.6487316894531252,0.007450353897741364,164.27273449185304,32631.09715317795
198,1279993,6500,2127,10,607.89,811.9311999036075,-174.14088878496204,2173.2097696997494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.11581168829226,0.008352401417990525,1.6056026617685955,0.9424948970476786,0.019036839915762504,0.6487316894531251,0.007413102128252657,179.22482990892604,32810.32198308688
199,1286251,6258,2138,11,605.82,805.7989234660378,-174.14088878496204,2230.9658626200408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.036587174084723,0.021482243062453155,1.684631322841255,0.9215252499191129,0.02654228334087732,0.6487316894531251,0.007376036617611394,161.05154864420183,32971.37353173108
200,1292690,6439,2149,11,598.71,770.5115941650726,-155.82575240163442,2230.9658626200408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.233024829041725,0.00752844038218552,1.6080461784905078,0.9481012827041102,0.019043924718389074,0.6487316894531251,0.007339156434523337,166.62635746016167,33137.99988919124
201,1299462,6772,2160,11,606.59,731.2443611432285,-155.82575240163442,2230.9658626200408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.89514047334779,0.008902857038807475,1.6174821419535943,0.9202401491830934,0.019748914241908302,0.6487316894531252,0.0073024606523507205,171.41040593385696,33309.4102951251
202,1306036,6574,2171,11,607.94,751.8385193328805,-155.82575240163442,2301.5908792027685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.412685752644832,0.0254331709788542,1.7047783335860895,0.9349635568757851,0.03853319703877581,0.6487316894531251,0.007265948349088967,164.2926318750251,33473.70292700012
203,1312593,6557,2182,11,602.01,754.34652405006,-129.74046154580557,2351.6511875363003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.384976665646422,0.01745082336185756,1.719190305822036,0.9429225985910378,0.02813339741517841,0.6487316894531251,0.007229618607343523,176.75864101503976,33650.46156801516
204,1318838,6245,2192,10,604.65,762.4656462146254,-129.74046154580557,2351.6511875363003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.043991775098055,0.017502189059640565,1.575735299224439,0.9633429445650267,0.02142970621600793,0.6487316894531251,0.007193470514306805,163.50090985908173,33813.96247787424
205,1325578,6740,2203,11,604.45,782.7237485957462,-129.74046154580557,2351.6511875363003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.604256520181332,0.01340275194170832,1.6542690090413363,0.9608259598039232,0.02331374905793541,0.6487316894531252,0.007157503161735271,176.8100404071156,33990.77251828136
